"","klasifikasi","score","text"
"511","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"512","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"513","Netral",0," sesama friendless harus saling duli lindungi"
"514","Positif",3," mau masuk ke dalam honnya scan peduli lindungi dulu"
"515","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"516","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"517","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"518","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"519","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"520","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"521","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"522","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"523","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"524","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"525","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"526","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"527","Positif",1,"askrl kalian masuk mall masih suruh scan duli lindungi ngga sih"
"528","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"529","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"530","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"531","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"532","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"533","Netral",0," peduli lindungi"
"534","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"535","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"536","Negatif",-1," ndak cuma kan hari iseng cari hngen ganti lah kok ditanya a duli lindungi yo gajadi masuk"
"537","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"538","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"539","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"540","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"541","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"542","Positif",1," ada pas di scan boarding di temt tugasnya bakalan muncul udah vaksin bera kali punyaku dulu uda "
"543","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"544","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"545","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"546","Netral",0," ada duli lindungi maksutnya yang itu sia kamsut lu suuuu"
"547","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"548","Positif",1,"navy scan duli lindungi dulu"
"549","Negatif",-1,"orderan nding jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembu "
"550","Netral",0," aku duli lindungi menikahi"
"551","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"552","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"553","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"554","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"555","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"556","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"557","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"558","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"559","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"560","Negatif",-1," jika sudah terintegrasi dengan duli lindungi maka tidak rlu menunjukkan sertifikat fisik untuk k "
"561","Positif",1," halo kak dat kami informasikan sesuai se satgas covid no  tahun  terkait "
"562","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"563","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"564","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"565","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"566","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"567","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"568","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"569","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"570","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"571","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"572","Netral",0,"  coba cek peduli lindungi bagian tiket vaksin nyokagw sudah dinggil untuk booster sia tau ortuomao lu juga htt"
"573","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"574","Negatif",-2," eticket dan kartu tanda pengenal jas laboratorium alat tulis dresscode cara berkaian aikasi peduli "
"575","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"576","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"577","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"578","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"579","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"580","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"581","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"582","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"583","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"584","Negatif",-1," tiwas ws download duli lindungi malah dee ga duli"
"585","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"586","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"587","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"588","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"589","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"590","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"591","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"592","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"593","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"594","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"595","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"596","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"597","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"598","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"599","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"600","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"601","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"602","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"603","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"604","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"605","Netral",0,"jog sekarang kalau ke ske masih scan duli lindungi dicek satusatu gak ya"
"606","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"607","Negatif",-2,"woroworo dan pengecekan barcode peduli lindungi di area caferumah makan di lingkungan rw  dan rw  jl trunojo "
"608","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"609","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"610","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"611","Netral",0,"jasa joki vaksin  sami booster tembus duli lindungimelayani vaksin sinoarmgotong royongvaksin dobelum "
"612","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"613","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"614","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"615","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"616","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"617","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"618","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"619","Netral",0," ta tenangkl dia munculdia mesti tes swab dl atau minimal nya duli lindungikl ngga jg "
"620","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"621","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"622","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"623","Positif",3,"rr alagi saya masuk ke mall ke nya sodara duli lindungi beres"
"624","Netral",0,"rencana gue besok mau booster nah tadi cek sertifikat di duli lindungi lah kok gue udah dat sertifikat booste "
"625","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"626","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"627","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"628","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"629","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"630","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"631","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"632","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"633","Positif",1,"cha mamah mau ikut nyumbang ke peduli lindungihah peduli lindungiiya duli lindungi ke cianjur kumli "
"634","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"635","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"636","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"637","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"638","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"639","Netral",0," peduli lindungi aikasi ojol udah itu aja saat ini mah"
"640","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"641","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"642","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"643","Negatif",-1," kaen beranjak dewasa mau nonton sama teman sekolahnyaootd njem nya ayah semua banyak nanya dari mulai harga o"
"644","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"645","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"646","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"647","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"648","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"649","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"650","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"651","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"652","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"653","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"654","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"655","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"656","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"657","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"658","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"659","Netral",0," thank you udah duli lindungi"
"660","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"661","Netral",0,"peduli lindungi cigre graciajkt "
"662","Netral",0,"liajkt barcode duli lindungi wkwkwk"
"663","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"664","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"665","Negatif",-2,"dan ternyata skrg duli lindungi sudah tidak ada yang duli lagimungkin tujuannya emang buat dijualin "
"666","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"667","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"668","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"669","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"670","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"671","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"672","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"673","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"674","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"675","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"676","Netral",0,"on jasa joki vaksin  sam boosteroses cet blm rnah vaksin bisa langsung full dosis tan menunggu la "
"677","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"678","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"679","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"680","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"681","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"682","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"683","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"684","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"685","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"686","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"687","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"688","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"689","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"690","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"691","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"692","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"693","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"694","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"695","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"696","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"697","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"698","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"699","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"700","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"701","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"702","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"703","Netral",0," i know aku rnah s mau berangkat ke bandubg kemarin grgr vaksin booster belum uate di duli lin "
"704","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"705","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"706","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"707","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"708","Negatif",-1," ga hrs ngelink ke duli lindungi ya kak"
"709","Netral",0," maaf kak tanya ini antriannya dibedain kah jalurnya buat nuker tiket ga vip am club nyatrus yg nuke "
"710","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"711","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"712","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"713","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"714","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"715","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"716","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"717","Negatif",-1,"personil sat polairud polres pangkalnang giat himbauan prokes keda masyarakat setar tpi ketang pangkalnan "
"718","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"719","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"720","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"721","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"722","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"723","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"724","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"725","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"726","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"727","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"728","Netral",0,"aku mastiin deh ke duli lindungi ku dan ternyata emg gaada datanya trs aku call deh tu  tsalah server berka "
"729","Positif",1,"kena yak a duli lindungi tu laaaaaaaamaaaaaaaaaaa banget loadingnya astaghfirullaaaaaahhhhhhhh"
"730","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"731","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"732","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"733","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"734","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"735","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"736","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"737","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"738","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"739","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"740","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"741","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"742","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"743","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"744","Negatif",-1," alagi kalau bukan check in duli lindungi kantor kalian masih kai pl ngga sih "
"745","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"746","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"747","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"748","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"749","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"750","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
